,0
641,충남대 인천대 개지잡 ㅇㅈ(5)
642,대학 어그로 끄는 애 각나옴
643,너무 외롭고힘든데실제친구하실분있나요...
644, 미용실에서 이런일이있으면 어...(3)
645,알바 면접보고 왔는데 이거 ...(9)
646,[꼭봐주세요] 억울 의료사고날뻔 화나요
647,재수한 판녀들 들어와바(1)
648, 집나간 동생 저희탓인가요?(1)
649, 카페에서 일할때 레시피 외우...(3)
650,  대학 cc를 다들 극구말리는...(100)
651, 잘생기면 여자들이 먼저 적극...(10)
652,몇달전 사진 봤는디
653, 소름돋는 일(1)
654, 요즘 태극기 근황.jpg
655,  언니들 대학가면 남친생기나요(24)
656, 이 여성분들의 공통점..! 궁그미(6)
657,왜 20대판은 사람이 없을까(1)
658, <전문대 수시> 수원과학대학교
659,대학교 가면 남자들이 때리나요?(13)
660,교육열 많은 엄마들 왜 후려쳤나 모르겠음
661,졸업하구(1)
662,집에 있는거 전부 다 버리고 새로 ...
663, 떡집에 쌀 가져가서 떡 뽑으...(3)
664, 알바생 모집글 올릴때 왜
665, 법학과 23살 어때?(2)
666,[꼭봐주세요] 의경님을 찾습니다(1)
667, 정신과 부모님이랑 같이가는거 이상해?
668,내가 건축학과를 선택한 건 진짜 신...
669, 더캠프 앱 위문편지
670,  사무직 파견노동 실태조...
671,자기 자신을 사랑하기
672, 심장 개뚜드려 맞앗ㅇ..(2)
673, 아는여동생 카톡답장이 느린 이유
674,대학생 주말마다 집내려가는거...(1)
675, 보수적인 아빠(1)
676,후회되는 마음에 쓰는글
677, 대학 학과 다르면 거의 마주...(2)
678, 여친의 자존감을 높여줄수 있...(1)
679,대학 두개중골라야한다면(2)
680, 지금까지 여자가 당한 억압들(32)
681,나 집순이인데 심각한거야?(2)
682,전지적 타인 시점.....똥도 안 ...
683,대학생 공무원 시험..(3)
684,[조언부탁해] 남잔데 남자가 좋아진것 같아...(1)
685,타인이보는나래여~ ㅋㅋㅋㅋㅋ(3)
686, 서울 전문대(2년제) vs ...(7)
687, 여자들이 모쏠 탈출하는 법.JPG(32)
688,문체부에서 5만원 지원해주는 거 개꿀
689,여우같이 색기있는 그 글은 삭제안하면서
690, 필테할때 입을건데 레깅스 골라주라(14)
691, 더치페이가 어려운건가요(3)
692, 국민대가 자랑할만한 대학이야?ㅋㅋ(64)
693,(청원동의글)  아버지가 퇴직 한 ...
694,교사들 꿀빤다는것도 옛말인듯(1)
695, 산부인과가면 물어보자나요(1)
696,ㅠㅠㅠㅍ ㅠㅠㅠㅠ
697, 동창들 끼리도 서로 무시해?(2)
698, 패알못 입은거좀 봐주라(2)
699,쫌 웃긴 내 회사 선임 썰
700,뫼비우스 이거 웃기다ㅋㅋㅋ(1)
701,헤어진 전 여친 집에 무단임...(1)
702,처음으로 앞머리를 기르려고 하는데(1)
703,널디 이거 샀는데 짭이야?(1)
704,밥먹을 때 미친듯이 쩝쩝되는...(1)
705,  교대 망했음(71)
706, 번개장터 사기당한거 같당..(3)
707,Sns에 노출사진 올렸었는데(1)
708,특성화고(실업계)에 대해 세...(2)
709, 혹시 똥 같은 생리현상 고민...(1)
710,반일하는 사람들 그닥 친중도...(2)
711,20대 초반에는 돈 안모아도...(4)
712,20대 부동산매입 불가능해진...(4)
713, 새벽만 되면 우울해지는데(2)
714, 룸메 남사친(2)
715, 친구 하나없는 내 자신이 너...(107)
716, 남자는 외모 별로 살면서 딱...(3)
717, 초딩때 날 왕따 시켰던 그 아이
718, +추가 금연 어떻게 해.. ...(131)
719,와 연대 락스녀 고대 일진녀(1)
720,발치교정한건 지 알 수 있어?(9)
721, 남친있는 애들 들어와(15)
722, 라인할여자분
723, 12시간 알바 무급 교육 어...(1)
724,올해 여름 유행은 흰색 스타킹이다
725, 궁금한게 있어(1)
726, 엄마랑 싸운이야기 ㅠㅠ 내가 잘못한...
727,엄마한테 나 죽으면 보험금 얼마 나...
728,사실 애니판도 오덕때문에 망한건 아...
729,  예쁜 동양여자라도 인종차별 ...(61)
730, 대학 가면 발표 과제(2)
731,공중파 드라마는 시청자때문에 노잼된...
732, 너넨 진로 이즈백 무라 불러?(1)
733,다들 짝사랑 어떻게 잊나요..?(2)
734,디지털 성범죄자 70프로가 ...(1)
735, 내가 이상한거야?(1)
736, 친구없는데 유튜버활동하는거 극혐이야?
737,자기 자신을 사랑하기
738, 중딩때 성추행당했어요(2)
739, 지금 보건증
740, 자식이름 생각해 봤어?
741, [19] 조정석 여자버전外 연예인들 ...(8)
742,남자들은
743,담배 다시 살 뻔
744,살면서 마주하는 불편한 진실들
745, 돈 많은 재벌녀도 남자 외모 빼어나...
746, 대학교 점심값 고민
747,베토벤 월광 가야금 버전!!
748, 전남친한테 청첩장 옴 ;;(4)
749,좋은 남자 알아 보는 꿀팁 ...(2)
750,[19] 라인할사람(2)
751,8월 17일 임시공휴일에 쉬...(1)
752,블핑 제니ㅠㅠ
753, 남자도 외모 중요해?(28)
754,infj 어때?(2)
755, 말하는게 너무 선수라서 미쳐요(2)
756, 타투 역겹지 않냐?(1)
757,난 진짜 결혼 안할란다(6)
758, 남자들 친구없는 여자 안좋아...(39)
759,등드름 흉터 땜에 노스카나겔 썼는데...
760,레터링케이크 대신할 수 있는...(1)
761, 피부고민 ㅠㅠ(7)
762,  조언 감사합니다.(13)
763, 다들 알바해서 어느정도 벌어??(6)
764, 처음으로 사회생활이 너무 힘...(25)
765,언니가 26살때 공무원됐는데(15)
766, 김희철 악플러 고소 근황(1)
767,거의 대부분이 표준어라고 알고 있는 단어
768,내가 정말 힘들때 마다 다짐하는 말.
769,[아이즈원] 아이즈원 일본멤버 오디션시절(1)
770,알바 하나 하려는데
771,뭐가 그렇게 힘든지 말 좀 해보래(8)
772,내가 그렇게 별로인가..(2)
773, 8월 17일 임시 공휴일 의...(4)
774,살면서 느낀점(1)
775,나이들어서그런가 아이돌 관심...(2)
776, 이 세명의 공통점이 머임?(80)
777, 남자들아 와바 ㄱㄱ23살 여잔데(55)
778, 잘생긴남자 인생(2)
779,알에 대해서 생각해
780, 아이돌문화랑 애니 빠는거랑 ...(2)
781,2020년 데이트코스 Best 3(2)
782, 나만 불우한 가정에서 자랐음??(10)
783, 사회복지사로 먹고 살 수 있...(1)
784,남자가 여자헌팅하는거 갖고서
785, 닮았다고 얘기 듣는 연예인 공통점(1)
786,사람들이 편모편부학력직업으로...(1)
787, 솔직히 한국여자들도 일남 좋...(10)
788,궁금한게있는데(3)
789,가족이랑 연끊을때(2)
790,  ㅇ(39)
791,[19] 라인할 판녀
792,흰색 스타킹 추반좀(1)
793,이름 추반 해주면 ㄱㅅㄱㅅ
794,나 아싸야(1)
795,이거 ㅇㅈ
796, 며칠전에 술집에서 만났던 남자가
797, 80kg 도와주세요(4)
798,끼리끼리 만나는 경우보다(2)
799,사랑이 아닌것
800,점잖은척 하는 가식보다
801, 나만 못 죽으니 걍 사는 건...(23)
802,"싸구려 토마토스파게티, 치즈돈까스(1)"
803, 강아지 파양시켜놓고선 아직도 키우는...
804,우울에 관한 기록
805, 모쏠처럼 안보이는 방법(8)
806,여자..ㄱ...ㅅ(2)
807, 프락셀 레이저 해보신 분 있나요
808, [대형속보] 미국이 중국 완전 버림...
809,한국남자들 진짜 관리좀하자.(9)
810, 다들 알바 몇 분 전에 도착해?(34)
811,다들 부모님 용돈 얼마씩 드...(1)
812,유학가기 전 안놀면 후회할까? 추반
813,나 짝남한테 찍혔어ㅠ 이거 ...(6)
814,나 야망러는 맞긴한데..(1)
815, 비 오는 날엔 역시..
816,제모기 살까
817,집안사정 안좋으면 그냥 다니던 대학...
818,아이돌댄서가 알려주는 무대에서 섹시...
819, 마음접는법좀 알려줘(6)
820,한국 창작물이 페미 심하다는것도 개소린게
821,페미니즘(1)
822,어느정도 사는 나라면 다 여...(2)
823, 다들 통금 몇시야 제발 조언...(5)
824, 친구가 연봉 물어보는데 알려...(3)
825,자라 라탄백 살까(4)
826,  뿅!(24)
827, 썸남aquaman인가..??(1)
828,연대 언더우드 경쟁률 쎔?(1)
829,"강남역 피부과 피해, 도와주세요(1)"
830,솔직히 나 진짜 답 없는듯ㅋ(2)
831,나 남잔데 아직 아빠 엄마한...(1)
832, 여자친구 사귀려면 어떻게 해...(2)
833,낼 겨제모 하러가는디(1)
834, 애들아 나 생각한게 있는데 ...(1)
835,27살 돈 있어도 없는척 하...(19)
836,가톨릭대 인식 어때?(2)
837, 진지하게 부모님이 여기살면 ...(2)
838,왜이렇게 내가 불효자식 같지
839,  소개팅 장소로 롤링파스타 가...(85)
840, 여성우대정책 진짜 짜증나(22)
841,오늘 술먹는데 ㅈㄴ웃긴일 있...(2)
842,학벌 콤플렉스(1)
843, 이런쪽으로 공감이 안되는걸까요?
844,학폭 가해자가 유치원 선생님...(2)
845, 핸드폰번호 변경을 꼭 해야하나요.
846, [19] 남친하고 진도나가기가 싫어ㅜㅜ(49)
847,살스 랑 흰스 비슷하지 않음?(1)
848, 친구한테 전문직소개해줬는데 ...(24)
849,공무원 할거면 뭐하러 대학가요??(1)
850,문신
851,인스타 비계(1)
852,제나이 27세 어떻게 살아야...(1)
853,남초는 게임 유해한다고 하면 발광하면서
854,[방탈죄송] 뉴스 무단 배포 시 처벌을 받을 수...
855,[틴탑다욧트] ??? 틴탑다이어트 진행중임ㅋㅋㅋ(7)
856, 학점 등수 백분위(1)
857,여자 160 어떤가요(1)
858,21살 친구가 없어요
859,미개한것들이 위선 싫다고 하...(2)
860,여자친구가 방금 셀카보내줬는데
861, 중고구매로 선물 주는 남친 ...(8)
862,자기 자신을 사랑하기
863,한국이 여자에게 관대하다고 ...(1)
864,깡촌 살면 안좋은점 알려준다
865, 한달 5만원(3)
866,왜 성범죄 피해자가 합의금 받는것만...
867, 대학교 친구들 언팔 팔로워 ...(2)
868, 비타치 펴본사람?(1)
869, 요즘 너무 힘들다(1)
870,요즘 대한민국 근황 4컷툰(7)
871,자대병원 있는 인서울 간호학과는(2)
872,이거 멋지지 않음?
873,심리테스트 요거 해본사람?!ㅋㅋㅋ(2)
874,사람을 대놓고 무시하는 면세...(1)
875, 인생 선배님들 조언 ㅂㅌ(2)
876,내가 보려고 쓰는 건강한 다...(1)
877,[결혼이야기] 20대 결혼? 30대 결혼? 언제가...
878, 광주 광산구 교정인들 들어와ㅜㅜ
879,[개깊은빡침] 조성아 화장품에서 곰팡이 발견됐어요...
880,한양대 에리카
881,피방 몇년새 진짜많이바뀜(2)
882,챙겨주고싶은여자라고 느낄려면...(2)
883,BBQ 찐킹소스 이제 발견하...(2)
884, (내용펑)친한언니가 제 직장...(41)
885, 남친의 돈계산 어떻게 생각해(1)
886, 생리를 안해요 ㅠㅠ(1)
887,네이트 알림기능 삭제됫어 ??(2)
888, 남자친구가 소개팅앱을 쓰는것 같아(4)
889, 식영과 전망어떠나요?
890,[방탈죄송] KBS<제보자들>에서  '프로아나'...
891, 20대 후반 언니 생일선물 추천해주세요
892, 이런 여자 양아치임????(4)
893,명예의 전당 2페이지에 있는 살면서...
894,여성스러운 쇼핑몰 추천 좀(1)
895,[단독]부여 투표지가 왜 시...(5)
896,3월초에 마스크 사려고 줄설때
897,근데 마르고 활발한 애들이 ...(3)
898,연상녀와 결혼한게  너무 후...(2)
899, 구남친의 현여친이랑 나 중에...(1)
900,여자들에게 느낀점(3)
901,번호 따였는데 남자가 연락 안옴ㅠ(14)
902,남친 새끼 존.나 웃긴게
903,20대 판 존 나 망했구나
904,초딩사귄것도 사귄걸로 침?(2)
905,난 사주 믿음
906, 수시 전형을 늘려야 하는 이유(12)
907,지혜로운 대처법좀 알려줘
908,어느 대학 어때요?(1)
909,이거 조건만남? 같아??
910, 요새 패션트랜드 이것 아님 ...(4)
911, 이중약속잡는 친구(94)
912,  미국에서 동양인 남자가 제일...(109)
913,대학 친구
914,개강하면 쓸돈이 없는데 진짜...(1)
915, 고깃집 알바 첫날에 사장이 ...(12)
916, 여자분들(2)
917, 손절하고 싶은 사람 있으면 어떻게 ...
918,당장 천만원이 생긴다면(3)
919,다들 우울할 때 기분 전환(2)
920,광안리 해수욕장
921, 우리 무슨대학 어디로 취업했...(1)
922, 짝사랑남한테 쌍욕들었어요(3)
923, 한 달동안 저녁에 다이어트 쉐이크 ...
924,어렸을때는 스무살이(10)
925,  명지대 인식 어때?(92)
926, 이남자들 각자 몇살처럼 보임?
927,대학생인데 주말마다 본가에서 알바 ...
928,챙겨주고싶은여자(2)
929,자기 자신을 사랑하기
930,[조언] 대출은 죄악이 아니...(1)
931, 통금있었던 분들 통금 깬 썰...(2)
932,학벌주의는 매우 합리적인 제도인듯(2)
933, 우리 이기적으로 살지 말자(1)
934,여기 여자들도 열폭오지는애 많음 가...
935,[세상이야기] 호주워홀 ? 이미 망했습니다(3)
936,  성신여대 문과 정도면 취업하...(131)
937, 호주 워홀 기다리기 괜찮을까요(4)
938,나 궁금한거 있음(1)
939,애들아 한번만 답해줘ㅠㅠㅠ(2)
940,영어 원어민 강사 커뮤니티에...(1)
941,만났다.
942,가정폭력은 약자를상대로한범죄임
943,인문계 이정도 아웃풋이면(11)
944, 두피 탄력이 피부 탄력이래;;;;(40)
945,지인이었던 애딸린 이혼녀랑 싸웠다
946,저도세상에서 존재하고싶습니다.
947,어떤놈이 나 사칭하네(1)
948,너무 외롭고 힘듭니다 친구하실분(2)
949,이런밴드 끼고 다니면 어때?(1)
950,"동남아, 중앙아 vs 흑인,...(2)"
951,너무외롭고 힘듭니다 실제친구...(1)
952,너무외롭고힘든데 전화주세요
953,너무외롭고 힘든데 실제 친구하실분
954,내가 남자옷도 관심있어서 코...(4)
955, 연애할때 여자한테 돈쓰면 안됨(4)
956,아만다
957, 고등학생이 교수나 작가한테 ...(1)
958,오덕 남자친구에게 이런면이 ...(2)
959,임신 유산 관련해서 물어볼사람
960,생일축하(1)
961, 인간(사람)관계 힘든사람 모...(56)
962,친구가 거의 하루에 한번씩 전화하는데
963,전기기사 실기 5일남았는데(1)
964, 녹음 나폴리탄 괴담
965,  돌려까는 친구(95)
966,국정원의 범죄행위에 대한 책...(1)
967, 18살 때 내 전부였던 친구
968,혹시 취미발레 하는 사람 있어?
969, 너희들은 만약에 너의 여친남친이 학...
970, 나의 성형 전 모습인 쌍둥이 언니(82)
971,흰색 스타킹 나름 괜찮지 않나?(7)
972,대학생되면 예뻐지나요?!
973, 대학교 졸업식 안가는 사람도...(3)
974,외국인한테 번호따인 후(1)
975, 동성애 유튜브??(24)
976, 조용한 회사에서 전화받기(1)
977,[조언부탁해] 편식 고치게 도와줘
978,커플분들 연인과 폰 비밀번호...(1)
979,10대판은 도저히 못있겠다
980,갑자기 생각난 썰(1)
981,사랑이 아닌 것
982,대학 다니시는 분들 제가 선...(1)
983, 대학생들 요즘 코로나 때문에...(1)
984, [19] 자기가 AAA컵인거 남친이 ...(37)
985,혹시 영상에 관련된 학과 다니시는 ...
986,너무외롭고힘든데실제친구하실분...(1)
987,너무 외롭고힘든데 실제 친구하실분있...
988, 뜬금없는 남자랑 술약속(2)
989,진짜 대학 가면 연애 가능?(1)
990, 교정했거나 하고 있는 사람?(11)
991, 문재인은 운 ㅈㄴ좋지않냐ㅋㅋㅋㅋ
992, 안친한 남사친이 인스타 투표...(2)
993,내가 대학 문제로 자기한테 ...(1)
994, 남에게 말못할 취미..(1)
995,[허허] 자기가 평균이상이라고 생각하...(2)
996,대학교에 명품 가방 들고 다...(1)
997, 제가 예민한가요...?(3)
998,"연애시작 ,, 후회됀다(4)"
999, 내일 시험인데 조졌음;;;;...(1)
1000,여자는 군대 안 가도 된다.(1)
1001,개명할건데 이름 좀 봐주라!
1002, 대통령 친위 쿠데타 가능성!!
1003,안녕하세요 저는 04년생인데(1)
1004,20대 대부분이 모르는사실(8)
1005, 보증금은 내가 월세는 친구가 부담하...
1006,[세상이야기] 성폭행당하면 합의금 받기? ...(8)
1007,남친 구찌 반지갑 골라줭~~(1)
1008,여름은 하나같이 다 ㅈ같은것...(18)
1009,바지살때 (허리사이즈) 앉을때 기준...
1010,쌍수 하려고 하는데(1)
1011,남자선호근육
1012,연애/결혼 상대로 별로인 사...(2)
1013,솔직히 한국인들 동남아 여행...(4)
1014,아무리 못생겨도 성형은 안하...(2)
1015,근데 동남아 싫다는 애들은 ...(2)
1016, 방어기제가 너무심해
1017,자꾸 명품 안사냐는 친구(2)
1018,여혐선동 핵심세력은 이기적인...(1)
1019, 9살차이(4)
1020,카이스트 공대 VS 경희대 ...(4)
1021,성범죄 당해도 신고 안하는 ...(3)
1022, 과잠 색 매년 달라지나요?(3)
1023,친구가 진짜 정떨어지는 행동...(1)
1024,흰색 스타킹 장점 말해줌(3)
1025,잠수 이별
1026, 성인되자마자 독립하는애들 대단함(15)
1027, 연인이명품 살달라고 하면 어떡함?(16)
1028,꿈에서
1029,[19] 야 끼부리지 마라(1)
1030, 비오는날 술집가면(1)
1031, 술집에서 만난 남자 빡친 이...(1)
1032, 홍대 법학과 어때?(3)
1033, 남친이 일본 애니 좋아하면 어떰?(35)
1034, 너희가 연애할때 '을'인 이유
1035,자기 자신을 사랑하기
1036,[19] 19 의견좀(1)
1037, 진짜 한국 남성들 너무 불쌍...(91)
1038,속에서 냄새 너무 심하게 올라오는 애인
1039, 여러분은 학벌 얼만큼 중요하...(4)
1040,이 책 버릴 때가 제일 통쾌했다
1041,머지 나 원래
1042, 살면서 기이한 일 겪어본 적 있나요?
1043,솔직히 차별이 아니라 동남아...(10)
1044, 키158 남잔데 죽고싶다(392)
1045,mbti(7)
1046, 솔직히 흑인이 외국인들중에서...(60)
1047,화장빨 잘 받는 얼굴 특징은...(13)
1048, 인스타그램 SNS 속 존잘 ...(40)
1049, +)원래 20대연애는 이런가요?(20)
1050, 나 알바 경력 많나?(1)
1051, 남친 친구를 6년 정도 좋아해왔는데
1052, 22살인데 어디가서 중학생으...(3)
1053,한국이 일본보다 여성차별의 ...(1)
1054,보수에 일베 묻은거 개같음
1055, 너넨 가장 그리운 때가 언제야?(6)
1056,스토리 항상 먼저 보는데 라이크는 ...
1057,한국여자가 무고 심하다는것도...(1)
1058,여친 살뺐으면 좋겠다(3)
1059,충치 14개래(1)
1060, 헌팅포차에서 모르는 사람 전...(1)
1061,  코성형 한 사람 들어와바 ㅠㅠ(48)
1062, 여자들은 감성에 지배당한 생물같음(2)
1063,편의점 인수인계(1)
1064, 의대합격이 보장된다면 몇살까...(11)
1065,미투조롱 하고 물타기하는건 ...(1)
1066,무조건 떨어지는 지원동기 불합격 C...
1067,튼살있는데 남자친구한테 미리...(1)
1068,뚱뚱한 사람 너무 싫다(1)
1069, 술집에서 만난 남자 왜그랬던거임(2)
1070,사귀기전에는 칼답에다가 선톡...(1)
1071,여자 서비스 불친절하다고 까...(2)
1072, 부정선거 '재검표' 드디어 한다!!
1073, 술먹고 무슨짓을했냐면...
1074,편의점에서 카드꼽고 현금으로...(1)
1075, 조영민님 강아지 뽀또(1)
1076, 20대 동갑 남자친구가 애가...(2)
1077,핱시 출연진들(2)
1078,벌써 가을옷 걱정된다(1)
1079,[19] 라인할사람..(1)
1080,집 창피해서 남친을 못 데리...(5)
1081,명품 지갑중 뭐가 젤 이쁘냐..(3)
1082, 틴트 색 골라죠
1083, 유명유튜버 지ㅎ꿍님 아세요?(2)
1084, 얘들아! 여성부 폐지 청원좀 부탁해!
1085, 한달반 5키로 뺐는데
1086,20대에 친구는 어떻게 사귀나요?
1087, 이 남자 나 불쌍해서 같이 ...(3)
1088,여자들이 운동에 대해 가장 많이 오...
1089, 조언 꼭 좀 부탁드려요ㅠㅠ(4)
1090, 진짜 수시가 적폐이긴하다 진...(6)
1091,토익 준비하거나 해보신 분들...(1)
1092,ㅈㄴ만나기싫은 한심한친구 어...(7)
1093,161에 말랐다는 이야기 들...(1)
1094, 고시원 살려고 하는데용(1)
1095,왜 여자들이 드라마 과몰입 ...(2)
1096, Hoxy..보통 소개팅어플에...(9)
1097,여혐하는 남자중에 유흥충도 많은거 같음
1098,만만한 사람이 하면 안되는 행동
1099,네이트판 남자(1)
1100, 저 다리 많이 짧아보이나요....(108)
1101, 근데 대체 키스는(8)
1102,요즘 20대 여자애들 청바지 패션(2)
1103,초코칩 쿠키랑 작은 초콜릿 먹고싶은데
1104,프사(3)
1105,9급 공무원이 좋아??(10)
1106,제발 조언 부탁드립니다. 여...(2)
1107,사랑이 아닌 것
1108,자기가 겪은 무서운 얘기해보자(1)
1109,아 진짜 존1나 살기싫다(3)
1110,운전학원 안다니고 2종 보통...(3)
1111,지갑샀어(1)
1112, 피임약 일주일 먹으면
1113,러시아인들이 코스프레 하면 ...(1)
1114,여혐종자들 사실 한국여자가 ...(2)
1115,앞으로 20kg 감량 목표(3)
1116,한국여자가 구타유발한다고 하...(1)
1117, 뚱뚱해져서 애인한데 정떨어지...(6)
1118, 첫 중고나라거래!!! 무리한...(2)
1119,옷 입을때 어떡하지
1120, 예수의 실체.jpg
1121,20대에 방황하게 되는 이유
1122,청년적금을 들면 1000만원...(3)
1123, 19년간 친구없이 지내오다가...(48)
1124,대구에서 20대 한국여자 베...(1)
1125,필라테스 1회 수업하고 31만원 깍...
1126,  친동생이 코로나 전담병원에서...(22)
1127,미국사람과 한국사람 돈쓰는 차이(1)
1128,동창회 꼭 가야될까?
1129,아재.오빠 기준 정확히 알려준다..
1130, 살 5kg뺐는데 체감상 아직...(24)
1131,방탄 정규 말이야
1132, 여성분들과 남성분들이 선호하...(2)
1133,엄청 좋아했는데 그저 그렇다...(1)
1134, 나 185 남잔인데 무조건 ...(25)
1135, 대학생들 다 들어와바(1)
1136,  +추가/수정))23살 꿈이없...(37)
1137,데이트통장 실제로 많이 하나요(1)
1138, 전남친 카톡 대화명 숫자로 해놨는데...
1139, 김치녀 스시녀 이 워딩 진짜...(16)
1140, 골반좀 봐주라 이 글 있잖아
1141," 재업, 방탈) 어떤 유형의 ...(1)"
1142, 모태솔로 남녀 특징 뭐가 있음?(45)
1143,  좋아하는 일과 돈 많이 버는...(81)
1144,잘생긴사람이 입은 수트는 뭔...(1)
1145,알바 스펙 증명을 위한 문서 뭐임(7)
1146, 대학 가야할까요?(4)
1147, 너무 힘든데 우울증인걸까요....(18)
1148, 나를 때렸던 애가 연예인이라면(1)
1149,2호선에서 마음에 드는분 번호 못따...
1150, 1943 술집같은데 컴플레인
1151,자기 자신을 사랑하기
1152,커뮤 여기 말고 또 어디없냐ㅠ(1)
1153, 매일 쾌변하는 꿀팁 좀 pl...(1)
1154, 남자들히 빤히 쳐다보다가 눈 피하는거
1155,군무새가 군인비하라는거 이해...(2)
1156,남초여혐글보고 여혐생긴다는놈...(1)
1157, 5키로 감량 전후(176)
1158,숏컷 이쁘다
1159,난 부모문제가 만악의 중심이라봄
1160,그냥 요즘 친구관계 너무 힘들다..
1161,알바하면 부모님한테 용돈 안받아?(3)
1162, 고민입니다
1163,난 동갑이 이상형인데 나만이럼?(1)
1164,여혐종자들은 왜 이렇게 쉐도...(2)
1165,요즘 남초에서 뭐만하면 페미...(7)
1166,우리사랑했을까로 친구들이랑 내기함
1167, 10만원으로 한달 살 수 있나?
1168,홍영기 공구 너무 협찬 티 ...(3)
1169,상식이다 VS 상식아니다(4)
1170, 쌍수하고 예쁜 사람들은(59)
1171, 올리비아 핫세 닮은 루치아 ...(10)
1172,직딩분들 소개팅 업체로 좋은...(2)
1173,사는 이유를 모르겠어요(1)
1174,[인스타] 인스타 팔로워 좀 많은? 협...(2)
1175,역시 폴햄 콜라보는 말해뭐해
1176, 설문
1177,27살.. 아이돌 준비 시작...(20)
1178,1분안에 못풀면 IQ 80이하(1)
1179,똑부러지는 남자 특징이뭐냐?
1180,청주 사는 애들 있어?(1)
1181,특성화고에서 집 가까운
1182, 동양인 인종차별하는 타코벨
1183, 얘둘아 나 20살 반수생인데 레슨받...
1184,에타 정지 먹으면 탈퇴하고 재가입하...
1185, 글 안봐도 된다 제목만으로 충분하다...
1186,제일 빡치는 유형(1)
1187,3040베충이들 웃긴점
1188,박원순이 여론몰이로 죽었다는식으로 ...
1189,  어머니께서 하지말라는 짓은 ...(11)
1190,귀여워서 울리고싶다는 남자
1191, 이런 여자들 아니면 여친 후...(46)
1192, 얘들아 만약에(1)
1193, 이거 싼편이니?
1194,cc 하는 애들 특징 뭐가 있음?(10)
1195,  성형외과 상담 기 안죽는법(29)
1196,오해 받은거같아 짜증난다(1)
1197,눈옆에 점있는남자 진짜 매력적이다(1)
1198,라인으로 전화할 여자만..
1199,전화할여자
1200," 중동, 아랍 여자들 중에 이...(150)"
1201, 남자친구와 첫키스가 이래?(8)
1202, 술집에서 만난 남자 행동 어때보임(6)
1203,  사투리 쓰면 안 되는 맛집(42)
1204,너무 아픈 사랑은 사랑이 아니었음을
1205,스타벅스 평생직장 어떻게 생각함(5)
1206,보고싶다(1)
1207,개너무하다 진짜ㅋㅋㅋㅋ
1208,자기 자신을 사랑하기(1)
1209, 남친 생일선물로 플스 어떤가요??(2)
1210,동거한지 7개월(4)
1211, 나 얘한테 관심있는거냐(16)
1212,[조언과댓글] 너무 무기력해져서 고민이에요..
1213,26살(1)
1214,학교 내 성폭력으로 중1 조카가 하...
1215,한의학 믿는사람??(4)
1216,제가 여자 닮았나요?(14)
1217, 니네 강민경 유튜브 인스타 협찬(20)
1218,"제2의 n번방 ,  성매매를 송출하..."
1219,도와주세요ㅠㅠ
1220, 2종보통 t자공식..(2)
1221, 아이폰 고민이야
1222,연애는 하기싫은게 아니라 못하니까 ...
1223,이지훈빌런vs너무외롭고힘든데vs친정...
1224, 편의점 경력 없는데 아르바이...(3)
1225,살아가는게 허무한 기분
1226, (추가)서울대인데 음미대라고...(81)
1227,  골반좀 봐주라(35)
1228,선미 보라빛밤 대기실에서??
1229,빙그레 요플레 토핑 주문후 판매자로...
1230,18학번~20학번만 쌉가능(...(1)
1231, 연청에 회색티 ㅂㄹ?
1232,조보아씨라고 부르는 게 불편(2)
1233, 수수한 얼굴에 어울리는 화장법 아는...
1234,잡코리아에 한콘진 채용 공고 떴네(1)
1235,간호학과 다니시는 선배님들!!(1)
1236,이 옷 사려고하는데 어때용?(3)
1237,아들딸 차별은 일본이 덜한듯(3)
1238,한때 방송금지 댄스 달샤벳 조커
1239,군대 2년 다녀오고 냄져로 ...(4)
1240,완벽한 부모를 강요하는 분위기도 좋...
1241, 누나들 요즘 가방 뭐들어?(1)
1242,여자가 군대를 오면안돼지(2)
1243,남자들아 좀 꾸며라(26)
1244, 이러면 어장임?(5)
1245,  대학교 신입생 단톡방에서 이...(14)
1246, 다들 중고딩때 학칙 어땠는지...(2)
1247, 남자친구가 날 좋아하긴하는데..ㅜㅜ
1248,>>이런식으로 아이폰 수리 사기당하...
1249, 현재 삶이 힘든그대들(1)
1250, LCK 팬인팀 적어보자!!!(1)
1251, 제발 내 고민좀 들어줘 ㅜㅜ(1)
1252, 사범대 괜찮나요?(1)
1253,얘들아 나 진짜 착한 사람인것같아(7)
1254, 고3인데 수행 0점 맞았어
1255,여자 클러치도 별로야?
1256,소개팅어플에 20만원쓴후기(1)
1257, 대학생 방학 때 뭐하조(1)
1258,자기 자신을 사랑하기
1259,[세상이야기] 서울경기권 간호학 졸업한 지인들 근황
1260,수트입은남자 너무 섹시한듯
1261, 너무 억울하고 분합니다..
1262, 임금체불 ... 신고 해야 ...(2)
1263,너희는 동남아 vs 중동 저...(12)
1264,사귄지 얼마 안 된 남자친구...(3)
1265,스무살인데 술
1266, 한 사람 빼고 온 국민이 쫄...(1)
1267,나 왜 화장이 안 어울리지
1268,화장을 할 수록 어색해져
1269, 20살 모솔인데
1270,[패션] 쇼핑몰 추천좀 해주세요ㅜㅜ(1)
1271,님들 이거 패션 정보좀(1)
1272, 솔직하게 수능 다시 준비 가...(13)
1273,님들 분더샵에서 뭐 사봄? ...(2)
